longitude,latitude,population,median_income,ocean_proximity
-118.23,33.93,308,1.4028,<1H OCEAN
-121.04,37.5,343,3.1875,INLAND
-121.13,36.21,1810,3.4821,<1H OCEAN
-121.88,37.24,2981,3.506,<1H OCEAN
-118.35,34.17,365,2.0385,<1H OCEAN
-121.94,37.34,1674,3.4233,<1H OCEAN
-121.17,37.82,1316,3.8472,INLAND
-118.4,34.07,850,2.9107,<1H OCEAN
-122.41,37.77,168,3.2292,NEAR BAY
-122.1,37.4,367,3.1736,NEAR BAY
-121.29,38.67,889,3.6516,INLAND
-119.69,36.82,1687,4.81,INLAND
-118.28,34.18,911,7.4046,<1H OCEAN
-118.02,34.04,3538,5.065,<1H OCEAN
-120.45,34.65,896,2,NEAR OCEAN
-122.18,37.8,442,6.2838,NEAR BAY
-118.41,34.19,612,4.1429,<1H OCEAN
-122.42,37.79,2452,2.5013,NEAR BAY
-117.28,34.26,1086,3.3672,INLAND
-118.31,34.01,1417,1.8214,<1H OCEAN
-118.28,33.97,2063,1.9219,<1H OCEAN
-121.89,36.63,971,3.0383,<1H OCEAN
-118.56,34.23,1242,4.6944,<1H OCEAN
-121.62,39.13,583,2.2431,INLAND
-121.86,37.37,8793,3.3306,<1H OCEAN
-122.2,37.77,1537,2.898,NEAR BAY
-117.71,34.1,1492,2.2813,INLAND
-118.41,34.21,1594,4.0167,<1H OCEAN
-118.2,33.98,1506,2,<1H OCEAN
-118.08,34.55,8152,4.5237,INLAND
-121.76,37.69,1919,3.3841,INLAND
-122.02,37.94,1317,4.125,NEAR BAY
-118.27,34.09,1048,3.7847,<1H OCEAN
-122.02,37.89,2450,7.5,NEAR BAY
-121.88,37.46,802,10.9722,<1H OCEAN
-118.1,33.84,850,4.7222,<1H OCEAN
-117.85,34.07,295,11.1077,<1H OCEAN
-117.04,32.8,630,2.0337,<1H OCEAN
-118.38,33.81,703,8.5491,NEAR OCEAN
-122.29,37.87,1382,2.537,NEAR BAY
-120.17,39.33,486,4.119,INLAND
-122,38.41,1331,4.945,INLAND
-118.12,33.85,1101,4.6908,<1H OCEAN
-118.29,33.71,902,4.25,NEAR OCEAN
-120.84,37.07,882,2.2019,INLAND
-118.38,34.07,1510,3.5573,<1H OCEAN
-121.97,37.97,656,5.0092,INLAND
-118.77,34.28,2180,4.5458,<1H OCEAN
-118.99,35.37,814,1.4773,INLAND
-117.18,32.79,2961,3.2661,NEAR OCEAN
-118.05,33.93,883,3.6771,<1H OCEAN
-120.89,37.45,1070,3.6597,INLAND
-118.2,34.14,1842,5.5524,<1H OCEAN
-118.48,34.19,1132,3.8833,<1H OCEAN
-117.99,33.82,1202,3.1538,<1H OCEAN
-117.76,33.81,199,7.1193,<1H OCEAN
-118.93,34.4,2422,3.7092,<1H OCEAN
-122.13,37.71,776,3.1103,NEAR BAY
-122.07,37.89,809,5.5636,NEAR BAY
-121.85,39.74,1426,1.5633,INLAND
-117.04,32.77,3769,2.9624,<1H OCEAN
-118.13,33.84,944,4.2841,<1H OCEAN
-117.13,32.72,1208,1.758,NEAR OCEAN
-117.72,33.61,774,2.49,<1H OCEAN
-119.79,36.82,1852,3.4167,INLAND
-118.31,34.16,860,3.9464,<1H OCEAN
-118.62,34.2,1486,5.7613,<1H OCEAN
-121.33,38.28,659,4.4306,INLAND
-118.26,33.95,999,1.5147,<1H OCEAN
-120.41,34.86,407,4.375,<1H OCEAN
-119.08,36.2,1159,2.4554,INLAND
-117.21,33.02,1032,10.156,NEAR OCEAN
-122.47,37.66,3226,5.7535,NEAR OCEAN
-121.92,36.62,313,3.4327,NEAR OCEAN
-119.13,36.13,1434,2.0586,INLAND
-118.46,33.99,528,3.5234,<1H OCEAN
-122.01,36.99,1290,3.6902,NEAR OCEAN
-118.15,34.17,1740,2.0278,<1H OCEAN
-117.25,34.11,1509,1.4079,INLAND
-118.13,33.81,855,4.6473,<1H OCEAN
-118.94,34.18,1713,5.5181,<1H OCEAN
-122.28,37.81,467,1.8088,NEAR BAY
-117.08,32.7,1301,2.875,NEAR OCEAN
-118.19,33.98,1257,2.8214,<1H OCEAN
-122.11,37.38,1329,5.0804,NEAR BAY
-122.75,39.01,889,3.4187,INLAND
-122.67,38.25,660,4.0729,<1H OCEAN
-119.03,35.34,1679,2.7256,INLAND
-118.32,33.73,407,7.6886,NEAR OCEAN
-118.12,33.75,1220,7.3672,NEAR OCEAN
-117.25,32.8,490,3.2663,NEAR OCEAN
-118.19,34.03,2588,1.9719,<1H OCEAN
-117.91,34.1,1779,4.25,<1H OCEAN
-118.32,33.94,639,4,<1H OCEAN
-118.3,33.9,1726,3.287,<1H OCEAN
-117.47,33.94,1501,3.2311,INLAND
-122.27,37.85,152,2.2841,NEAR BAY
-119.29,36.32,1364,2.2024,INLAND
-118.22,34.12,750,5.2049,<1H OCEAN
-122.35,37.98,2237,3.7562,NEAR BAY
-122.48,37.67,2258,2.964,NEAR OCEAN
-118.41,33.97,3732,4.6176,<1H OCEAN
-117.15,33.16,2726,3.5839,<1H OCEAN
-118.41,34.19,595,3.6625,<1H OCEAN
-120.95,37.59,862,1.8466,INLAND
-122.01,39.21,781,2.2679,INLAND
-116.98,32.79,1611,3.8667,<1H OCEAN
-118.34,34.26,702,5.2661,<1H OCEAN
-118.31,33.88,1036,3.5556,<1H OCEAN
-117.13,32.73,777,2.2429,NEAR OCEAN
-117.12,32.9,854,4.6667,<1H OCEAN
-121.33,38.01,630,5.318,INLAND
-117.09,32.64,2126,2.507,NEAR OCEAN
-118.94,34.17,1556,6.3303,<1H OCEAN
-117.46,34.85,2933,3.4912,INLAND
-118.19,34.12,1036,4.0417,<1H OCEAN
-117.11,32.75,1384,2.05,NEAR OCEAN
-118.28,34.04,1772,2.2232,<1H OCEAN
-122.44,37.72,1173,3.4605,NEAR BAY
-121.96,37.34,739,3.4375,<1H OCEAN
-121.45,36.51,1245,1.775,<1H OCEAN
-118.22,33.96,1290,2.8,<1H OCEAN
-118.08,34,1373,2.9107,<1H OCEAN
-114.6,34.83,787,2.1908,INLAND
-121.28,38.68,6068,2.6016,INLAND
-117.86,33.63,1175,5.3099,<1H OCEAN
-118.36,33.98,891,4.4038,<1H OCEAN
-122.55,38.03,3063,6.0902,NEAR BAY
-118.37,34.14,1914,3.7986,<1H OCEAN
-122.06,37.95,950,4.7386,NEAR BAY
-117.9,33.67,1333,6.1601,<1H OCEAN
-122.07,40.95,1356,3.0299,INLAND
-118.13,33.93,1578,3.1496,<1H OCEAN
-118.3,34.03,1138,2.7125,<1H OCEAN
-121.85,38,1806,4.2647,INLAND
-118.45,34.18,3350,2.0192,<1H OCEAN
-114.61,34.84,580,2.1571,INLAND
-122.03,37.31,1520,3.375,<1H OCEAN
-121.44,38.54,1145,2.5694,INLAND
-121.35,38,1539,3.675,INLAND
-120.6,35.6,1795,4.475,<1H OCEAN
-118.27,34.07,1593,2.3438,<1H OCEAN
-122.4,38.46,1099,4.635,INLAND
-121.9,37.1,670,6.4517,<1H OCEAN
-117.78,33.76,719,11.4537,<1H OCEAN
-117.24,34.13,1913,3.3534,INLAND
-118.11,33.87,1772,5.0417,<1H OCEAN
-118.15,34.11,930,7.4111,<1H OCEAN
-118.29,33.98,783,3.4444,<1H OCEAN
-117.92,34.08,1011,3.5536,<1H OCEAN
-117.93,34.15,4723,4.0393,INLAND
-117.09,32.99,1618,4.6028,<1H OCEAN
-118.36,33.84,743,5.7654,<1H OCEAN
-121.94,36.98,1486,3.0905,NEAR OCEAN
-117.92,33.84,1549,4.6111,<1H OCEAN
-118.34,34.01,655,2.5568,<1H OCEAN
-117.08,34.96,721,3.6343,INLAND
-117.24,33.23,1194,3.4359,<1H OCEAN
-118.19,34.19,825,15.0001,<1H OCEAN
-124.16,40.79,591,1.7778,NEAR OCEAN
-118.33,34.01,956,2.0217,<1H OCEAN
-117.2,34.04,676,6.0715,INLAND
-117.84,33.77,1314,3.5195,<1H OCEAN
-117.66,35.6,850,2.5812,INLAND
-118.22,34.08,2105,1.9704,<1H OCEAN
-118.46,34.17,1463,4.1875,<1H OCEAN
-122.27,37.85,648,2.1202,NEAR BAY
-118.38,33.87,1101,4.675,<1H OCEAN
-117.25,32.94,1829,6.7694,NEAR OCEAN
-122.31,37.54,952,4.75,NEAR OCEAN
-119.72,36.76,3573,2.3006,INLAND
-118,33.94,444,3.75,<1H OCEAN
-121.15,38.89,879,5.2903,INLAND
-122,37.36,1158,6.7718,<1H OCEAN
-121.9,38.01,1696,4.6628,INLAND
-122.78,38.52,1052,2.4922,<1H OCEAN
-117.2,34.13,1509,3.4138,INLAND
-118.13,34.44,1773,4.8295,INLAND
-118.38,34.15,1115,4.3036,<1H OCEAN
-118.9,34.26,11956,6.9712,<1H OCEAN
-121.82,37.35,2409,3.4509,<1H OCEAN
-119.57,36.7,1248,3.1442,INLAND
-118.59,34.25,4992,3.6231,<1H OCEAN
-117.5,34.66,486,2.0184,INLAND
-122.04,37.3,1678,6.6818,<1H OCEAN
-117.83,33.75,1475,3.4152,<1H OCEAN
-117.05,33.52,1541,4.8083,<1H OCEAN
-116.33,33.75,2880,4.036,INLAND
-118.92,34.4,1060,3.3152,<1H OCEAN
-118.43,34.3,246,1.7062,<1H OCEAN
-120.99,38.67,2005,5.4413,INLAND
-119.77,36.77,1441,2.0564,INLAND
-120.67,38.76,1060,2.1682,INLAND
-122.11,37.89,1067,4.3235,NEAR BAY
-121.28,38.9,765,2.7656,INLAND
-117.25,33.2,1302,2.7961,<1H OCEAN
-117.47,33.98,5810,4.9886,INLAND
-118.08,33.9,1155,3.558,<1H OCEAN
-118.32,33.79,3240,3.6797,<1H OCEAN
-122.38,41.54,1817,2.7468,INLAND
-118.31,34.02,727,1.6667,<1H OCEAN
-117.84,34.13,2103,4.6937,INLAND
-117.63,34.09,2251,2.6818,INLAND
-117.64,33.63,1808,8.798,<1H OCEAN
-122.28,37.52,1285,4.0801,NEAR OCEAN
-122.78,38.37,414,3.7991,<1H OCEAN
-119.83,36.77,1190,2.625,INLAND
-116.35,34.13,805,1.5491,INLAND
-116.52,33.84,853,3.6875,INLAND
-120.97,38.65,1601,4.0714,INLAND
-122.43,37.8,1259,4.1047,NEAR BAY
-118.12,33.96,956,4.4125,<1H OCEAN
-119.52,36.61,1065,1.8958,INLAND
-116.96,32.79,691,2.6324,<1H OCEAN
-121.54,39.47,939,2.4952,INLAND
-121.13,36.2,1323,2.9559,<1H OCEAN
-121.41,38.58,2803,3.089,INLAND
-118.16,33.85,952,4.0815,<1H OCEAN
-121.43,38.57,939,3.5893,INLAND
-118.31,34.06,1268,2.8202,<1H OCEAN
-121.2,39.23,955,5.2359,INLAND
-117.89,33.74,2083,3.2292,<1H OCEAN
-121.77,36.71,3562,3.512,<1H OCEAN
-118.02,33.96,913,4.5446,<1H OCEAN
-121.27,38.65,842,5.2949,INLAND
-122.28,37.85,607,2.4597,NEAR BAY
-118.38,34.08,370,3.9375,<1H OCEAN
-121.98,37.31,1883,6.4095,<1H OCEAN
-116.72,33.56,1250,2.355,INLAND
-118,33.92,1204,6.1273,<1H OCEAN
-118.17,33.91,877,3.1087,<1H OCEAN
-117.08,33.01,2565,6.1949,<1H OCEAN
-122.13,36.97,543,4.7188,NEAR OCEAN
-117.51,34,2258,3.2067,INLAND
-118.46,34.27,1182,2.6193,<1H OCEAN
-120.26,38.13,122,4.0583,INLAND
-118.44,34.27,1333,3.5347,<1H OCEAN
-117.21,32.85,901,4.2065,NEAR OCEAN
-122.86,38.62,1231,2.7432,<1H OCEAN
-122.19,37.83,661,6.8538,NEAR BAY
-121.03,37.63,1490,3.0398,INLAND
-118.33,33.88,811,3.2417,<1H OCEAN
-119.68,36.8,1748,4.2066,INLAND
-117.2,32.76,298,2.4,NEAR OCEAN
-118.46,34.01,266,5.6428,<1H OCEAN
-117.83,34.15,1023,8.0683,INLAND
-117.33,34.07,1355,2.5238,INLAND
-120.37,37.98,1112,1.6021,INLAND
-117.09,32.81,2710,5.5673,NEAR OCEAN
-122.12,37.75,329,7.6923,NEAR BAY
-117.91,33.61,410,11.075,<1H OCEAN
-120,35.91,131,3.125,INLAND
-118.42,34.19,1997,3.338,<1H OCEAN
-120.71,40.36,2229,3.5536,INLAND
-120.48,37.32,1737,2.1418,INLAND
-124.16,40.95,529,3.1406,NEAR OCEAN
-118.4,34.22,1556,3.6591,<1H OCEAN
-117.1,32.67,1669,2.0213,NEAR OCEAN
-118.28,34.08,1454,3.1607,<1H OCEAN
-118.21,33.79,96,4.5938,NEAR OCEAN
-117.29,34.12,1517,1.0951,INLAND
-118.21,33.9,973,1.9583,<1H OCEAN
-118.01,34.08,1414,4.275,INLAND
-122.48,37.59,2784,5.3991,NEAR OCEAN
-118.32,34.09,1976,2.0557,<1H OCEAN
-122.41,37.73,1682,3.8643,NEAR BAY
-116.97,32.65,7985,5.6631,NEAR OCEAN
-122.23,37.82,556,8.7477,NEAR BAY
-118.6,34.07,149,4.625,<1H OCEAN
-117.82,33.67,649,2.5197,<1H OCEAN
-122.51,37.76,1332,3.0465,NEAR OCEAN
-121.95,37.32,351,3.1458,<1H OCEAN
-121.52,38.59,3814,1.6647,INLAND
-118.25,33.99,1362,2.1793,<1H OCEAN
-118.47,35.72,1366,2.0694,INLAND
-122.16,37.68,568,2.3869,NEAR BAY
-117.87,34.11,799,4.5234,<1H OCEAN
-119.48,37,1467,3.1736,INLAND
-117.08,32.64,947,1.6806,NEAR OCEAN
-117.41,33.96,1393,2.3798,INLAND
-124.16,40.6,642,2.4519,NEAR OCEAN
-118.29,33.81,3993,5.0532,<1H OCEAN
-121.88,37.24,2782,8.3065,<1H OCEAN
-122.21,38.09,2083,3.8667,NEAR BAY
-121.67,39.26,2106,1.6315,INLAND
-121.7,36.48,1052,3.5039,<1H OCEAN
-124.09,40.88,420,2.2188,NEAR OCEAN
-122.44,37.52,3502,5.9919,NEAR OCEAN
-117.68,33.49,1649,6.3568,<1H OCEAN
-118.09,34.06,3485,2.629,<1H OCEAN
-120.48,37.31,1684,2.355,INLAND
-122.56,41.53,848,2.2024,INLAND
-117.66,33.51,1302,4.0167,<1H OCEAN
-121.15,38.68,4583,5.0159,INLAND
-118.13,33.82,779,4.3056,<1H OCEAN
-118.28,33.93,448,3.5833,<1H OCEAN
-117.19,32.77,1305,4.1368,NEAR OCEAN
-121.29,38.01,3327,4.4871,INLAND
-117.86,33.75,207,1.8,<1H OCEAN
-122.98,38.44,1328,3.1,<1H OCEAN
-120.54,38.75,1102,3.9812,INLAND
-118.08,33.81,577,3.3155,<1H OCEAN
-122.28,37.8,344,2.0114,NEAR BAY
-118.22,33.81,1345,3.3988,NEAR OCEAN
-121.32,36.43,2546,2.7153,<1H OCEAN
-117.98,34.02,2044,3.1979,<1H OCEAN
-121.45,38.57,825,3.2963,INLAND
-118.95,35.37,1059,2.1588,INLAND
-117.55,33.9,871,3.4459,INLAND
-121.91,36.59,1678,6.2323,NEAR OCEAN
-118.2,33.8,2749,2.5012,NEAR OCEAN
-122.47,37.89,3895,7.2905,NEAR BAY
-122.19,37.76,1144,0.7683,NEAR BAY
-118.36,34.04,462,2.7917,<1H OCEAN
-122.29,37.89,1004,5.1696,NEAR BAY
-117.12,32.96,1526,6.0175,<1H OCEAN
-121.68,36.9,405,5.2729,<1H OCEAN
-118.36,34.21,198,1.8929,<1H OCEAN
-122.32,37.95,887,2.5769,NEAR BAY
-117.86,33.77,1669,4.6111,<1H OCEAN
-117.11,33.14,1395,3.4455,<1H OCEAN
-117.89,33.99,1784,4.0324,<1H OCEAN
-118.14,33.91,578,4.375,<1H OCEAN
-117.65,35,672,1.9107,INLAND
-118.14,34.09,1547,2.85,<1H OCEAN
-118.26,34.13,194,1.2188,<1H OCEAN
-117.85,33.89,1616,5.7457,<1H OCEAN
-117.93,33.76,3381,3.371,<1H OCEAN
-122.33,37.58,1573,2.7474,NEAR OCEAN
-118.35,33.91,1485,4.0775,<1H OCEAN
-120.87,37.07,1343,3.6331,INLAND
-117.95,34.07,951,3.2083,<1H OCEAN
-121.85,37.72,83,10.3203,INLAND
-118.06,33.99,637,3.3611,<1H OCEAN
-121.46,38.63,2444,1.56,INLAND
-118.67,34.16,6214,9.1228,<1H OCEAN
-120.04,36.96,2091,1.3713,INLAND
-121.95,37.96,1072,6.1436,INLAND
-122.18,37.78,1085,3.4205,NEAR BAY
-117.31,33.1,747,3.5341,NEAR OCEAN
-118.02,33.75,1596,5.7157,<1H OCEAN
-118.71,34.27,719,3.163,<1H OCEAN
-118.29,33.99,1766,1.5846,<1H OCEAN
-118.45,34.27,1012,5.1296,<1H OCEAN
-117.66,33.61,860,7.1497,<1H OCEAN
-117.38,34.08,3095,3.6875,INLAND
-120.81,38.67,3952,3.0565,INLAND
-122.22,37.78,1807,1.7276,NEAR BAY
-118.29,33.72,1253,3.1932,NEAR OCEAN
-119.1,35.33,3121,6.759,INLAND
-117.08,32.91,683,7.5604,<1H OCEAN
-117.89,33.74,1217,4.6875,<1H OCEAN
-119.31,34.44,208,12.632,NEAR OCEAN
-122,37.31,1795,7.8383,<1H OCEAN
-120.46,34.64,614,0.8106,NEAR OCEAN
-121.12,39.2,681,3.045,INLAND
-118.2,33.79,1807,2.7183,NEAR OCEAN
-118.77,34.27,1816,2.7137,<1H OCEAN
-122.25,37.83,675,3.4722,NEAR BAY
-122.46,37.78,837,5.2806,NEAR BAY
-122.04,36.95,961,3.9667,NEAR OCEAN
-117.99,34.15,1951,3.1304,INLAND
-118.46,35.13,1457,2.6417,INLAND
-118.36,34.1,1129,2.5588,<1H OCEAN
-118.42,34.15,1073,5.1496,<1H OCEAN
-117.81,34.08,7775,7.7876,INLAND
-117.66,33.64,1555,6.7079,<1H OCEAN
-118.11,33.83,899,4.918,<1H OCEAN
-121.88,37.43,1898,5.6651,<1H OCEAN
-118.1,34.1,1628,2.34,<1H OCEAN
-119.23,35.77,2034,2.4044,INLAND
-122.15,37.43,1149,5.0203,NEAR BAY
-122.42,37.62,407,4.8,NEAR OCEAN
-118.45,34.01,1123,6.4755,<1H OCEAN
-118.27,34.08,658,3.2386,<1H OCEAN
-118.38,34.27,2608,2.8214,<1H OCEAN
-122.02,37.6,1858,2.652,NEAR BAY
-117.8,34.1,1187,6.2456,INLAND
-118.38,34.04,1665,3.4063,<1H OCEAN
-117.83,33.93,671,6.5841,<1H OCEAN
-117.86,33.62,1092,7.9367,<1H OCEAN
-117.19,34.05,1252,3.8816,INLAND
-117.84,33.74,1426,3.2104,<1H OCEAN
-117.24,32.79,566,2.6902,NEAR OCEAN
-121.8,37.23,1284,6.7385,<1H OCEAN
-117.04,34.04,1674,2.5863,INLAND
-119.8,36.29,327,5.1728,INLAND
-117.9,34.11,4797,2.1667,<1H OCEAN
-117.95,33.77,1114,4.1917,<1H OCEAN
-122.09,37.67,1408,3.1115,NEAR BAY
-118.42,34.03,637,5.0866,<1H OCEAN
-118.05,33.85,1212,6.1737,<1H OCEAN
-121.79,37.32,2160,5.5336,<1H OCEAN
-118.16,33.97,1890,2.1181,<1H OCEAN
-115.59,32.79,1000,6.3814,INLAND
-117.93,33.93,931,2.8,<1H OCEAN
-117.3,34.46,3883,2.7917,INLAND
-117.9,33.73,1048,4.1,<1H OCEAN
-122.55,38,1395,3.9265,NEAR BAY
-118.18,33.78,1300,2.0769,NEAR OCEAN
-119.29,36.12,641,2.4722,INLAND
-118.45,35.62,782,1.4141,INLAND
-121.79,37.31,1270,5.1149,<1H OCEAN
-119.83,36.37,819,2.7159,INLAND
-122.42,37.74,734,3.8864,NEAR BAY
-123.18,39.23,115,2.125,<1H OCEAN
-121.29,38.68,921,1.8589,INLAND
-117.25,32.81,765,3.9187,NEAR OCEAN
-118.05,33.73,1301,5.0699,<1H OCEAN
-122.27,37.56,1553,4.9434,NEAR BAY
-118.33,34.05,1323,2.5284,<1H OCEAN
-121.39,38.64,652,3.6937,INLAND
-118.25,34.07,801,2.3942,<1H OCEAN
-122.12,37.42,1187,5.2803,NEAR BAY
-117.17,34.05,1576,3.1801,INLAND
-117.33,33.87,1001,5.1045,INLAND
-117.32,34.06,564,2.1591,INLAND
-121.34,38.03,2071,4.4063,INLAND
-122.47,37.51,2222,6.7606,NEAR OCEAN
-121.94,37.54,1631,6.2179,<1H OCEAN
-118.18,33.89,4149,2.6742,<1H OCEAN
-117.05,32.77,1568,2.8097,NEAR OCEAN
-118.01,34.05,813,3.8125,<1H OCEAN
-123.16,39.13,1048,1.7813,<1H OCEAN
-121.27,38.02,138,2.9821,INLAND
-119.86,34.41,1630,1.24,NEAR OCEAN
-118.18,33.87,1126,3.4408,<1H OCEAN
-122.24,37.82,1470,6.155,NEAR BAY
-117.9,33.65,1402,6.632,<1H OCEAN
-122.26,37.88,1798,1.725,NEAR BAY
-122.44,37.78,1243,2.8569,NEAR BAY
-121.81,37.25,861,4.4565,<1H OCEAN
-118.14,33.86,934,4.8571,<1H OCEAN
-118.2,34.07,2203,2.2708,<1H OCEAN
-119.83,36.83,1128,6.9903,INLAND
-115.91,33.36,160,0.922,INLAND
-116.86,32.8,848,4.875,<1H OCEAN
-117.97,33.93,918,4.4107,<1H OCEAN
-118.39,34.19,2555,2.0968,<1H OCEAN
-122.32,37.54,1608,5.0774,NEAR OCEAN
-122.25,37.83,2558,2.4234,NEAR BAY
-117.98,34.02,1971,4.4653,<1H OCEAN
-117.94,33.79,1902,4.7986,<1H OCEAN
-117.99,33.8,2526,3.3281,<1H OCEAN
-117.92,34.1,1933,4.0052,<1H OCEAN
-118,33.85,1154,4.0455,<1H OCEAN
-117.93,33.69,1258,6.4441,<1H OCEAN
-118.2,34.05,1354,1.9205,<1H OCEAN
-122.27,37.81,582,0.977,NEAR BAY
-121.3,38.03,1404,2.505,INLAND
-117.87,33.74,3289,2.6734,<1H OCEAN
-117.24,33.05,1559,5.3129,NEAR OCEAN
-117.9,33.85,2326,4.325,<1H OCEAN
-121.27,37.87,678,2.9531,INLAND
-118.31,33.96,1134,3.7143,<1H OCEAN
-118.28,34.1,2004,2.7875,<1H OCEAN
-122.32,37.97,643,4.5,NEAR BAY
-121.31,38.66,751,4.7381,INLAND
-121.43,37.75,855,2.75,INLAND
-118.29,34.11,1685,2.3789,<1H OCEAN
-122.02,38.38,371,6.0767,INLAND
-122.01,37.92,1038,8.3956,NEAR BAY
-117.3,34.13,1532,1.4531,INLAND
-118.37,34.21,1990,3.7455,<1H OCEAN
-121.83,36.98,1764,4.3321,<1H OCEAN
-121.96,39.3,271,2.1845,INLAND
-118.3,34.03,2586,1.8564,<1H OCEAN
-118.3,34.05,2028,1.9152,<1H OCEAN
-118.01,34.09,2331,3.6094,INLAND
-117.06,33.01,726,3.5192,<1H OCEAN
-122.53,37.88,1064,4.4583,NEAR BAY
-121.24,38.68,676,3.7426,INLAND
-117.95,34,1858,4.1328,<1H OCEAN
-118.23,34.07,397,3.1944,<1H OCEAN
-117.89,33.87,835,3.0465,<1H OCEAN
-122.09,37.69,1732,4.8036,NEAR BAY
-121.63,36.65,315,1.6071,<1H OCEAN
-122.05,37.68,3827,5.1701,NEAR BAY
-117.04,32.71,3727,3.57,NEAR OCEAN
-117.04,32.7,7302,4.419,NEAR OCEAN
-118.26,34.07,2382,1.8438,<1H OCEAN
-118.13,34.17,1329,3.2898,<1H OCEAN
-116.97,32.79,2971,1.9893,<1H OCEAN
-119.55,36.51,26,4.125,INLAND
-120.92,37.65,163,1.3696,INLAND
-120.8,38.51,369,3.125,INLAND
-121.83,38,3838,2.5495,INLAND
-122.42,37.93,1353,4.016,NEAR BAY
-122.27,37.47,1235,6.7058,NEAR OCEAN
-122.36,37.94,479,3.0862,NEAR BAY
-118.32,33.33,733,3.3906,ISLAND
-117.06,32.73,1884,3.7891,NEAR OCEAN
-118.97,37.64,575,3.0685,INLAND
-117.27,34.12,943,0.8658,INLAND
-120.55,37.32,590,3.3194,INLAND
-117.99,33.9,1235,5.6454,<1H OCEAN
-118,33.91,2374,5.979,<1H OCEAN
-118.37,33.81,817,5.1271,NEAR OCEAN
-117.97,33.66,1974,2.8061,<1H OCEAN
-117.17,33.28,862,5.1786,<1H OCEAN
-119.88,36.81,1435,1.3221,INLAND
-117.74,34.05,3029,2.1354,INLAND
-117.13,32.79,723,4.2098,NEAR OCEAN
-122.06,37.65,848,3.8036,NEAR BAY
-118.3,33.99,1903,1.9853,<1H OCEAN
-118.06,35.68,730,2.25,INLAND
-118.38,33.89,732,6.5745,<1H OCEAN
-122.45,37.73,1153,5.1238,NEAR BAY
-121.97,37.24,1117,4.4063,<1H OCEAN
-118.14,33.95,822,6.7744,<1H OCEAN
-121.97,37.53,1353,4.75,<1H OCEAN
-118.15,34.86,2227,2.6149,INLAND
-117.2,32.86,1923,3.9356,NEAR OCEAN
-118.3,34.01,1154,2.0625,<1H OCEAN
-117.98,33.79,1659,4.1115,<1H OCEAN
-122.42,37.62,1141,4.8295,NEAR OCEAN
-118.2,33.94,680,3.3472,<1H OCEAN
-117.01,32.81,1620,5.3441,<1H OCEAN
-116.98,32.74,1995,2.6944,<1H OCEAN
-122.01,37.53,2346,6.0667,NEAR BAY
-117.92,34.03,1728,3.975,<1H OCEAN
-123.17,39.15,816,4.425,<1H OCEAN
-123.76,41.03,1058,2.0644,<1H OCEAN
-122.44,37.73,1670,4.1932,NEAR BAY
-120.43,34.93,1593,3.285,<1H OCEAN
-122.42,37.64,68,2.225,NEAR OCEAN
-117.98,34.14,2899,3.6336,INLAND
-122.3,37.91,1305,3.6321,NEAR BAY
-118.32,33.8,2102,3.1275,<1H OCEAN
-118.41,34.04,228,8.0239,<1H OCEAN
-121.94,37.34,1372,5.0175,<1H OCEAN
-117.21,32.84,1046,4.5402,NEAR OCEAN
-118.12,34.16,940,2.8631,<1H OCEAN
-119.87,36.54,818,2.4044,INLAND
-117.92,33.94,1255,4.7813,<1H OCEAN
-118.09,33.75,2615,6.6188,NEAR OCEAN
-118.28,34,1992,2.3403,<1H OCEAN
-119.29,36.54,2732,1.8429,INLAND
-121.92,36.55,490,3.7852,NEAR OCEAN
-118.44,34.16,1362,4.1218,<1H OCEAN
-122.26,37.84,345,2.6736,NEAR BAY
-119.76,36.79,1976,2.1544,INLAND
-119.73,36.73,678,2.2437,INLAND
-118.99,35.3,1461,2.9402,INLAND
-118.2,34.02,1411,2.75,<1H OCEAN
-118.47,34.05,1229,3.5909,<1H OCEAN
-118.18,33.88,536,4.625,<1H OCEAN
-117.93,33.83,1104,3.375,<1H OCEAN
-122.47,37.78,1302,3.7292,NEAR BAY
-121.73,38,3578,5.0016,INLAND
-121.97,37.25,1193,6.131,<1H OCEAN
-122.71,38.44,462,1.7,<1H OCEAN
-117.72,33.62,1711,2.7634,<1H OCEAN
-122.46,37.72,1115,6.7228,NEAR OCEAN
-121.23,37.84,713,4.0208,INLAND
-117.53,33.88,2453,3.1312,INLAND
-117.25,32.82,2036,9.5245,NEAR OCEAN
-118.15,34.04,664,2.1944,<1H OCEAN
-119.79,36.79,960,1.5122,INLAND
-122.05,37.63,2240,3.2829,NEAR BAY
-121.32,38.62,1087,3.0864,INLAND
-121.82,38.01,587,2.6364,INLAND
-122.26,38.03,928,4.4474,NEAR BAY
-118,33.75,1977,2.7589,<1H OCEAN
-118.07,33.85,2196,7.0113,<1H OCEAN
-121.92,37.73,501,2.4821,<1H OCEAN
-122.56,37.95,933,6.1444,NEAR OCEAN
-117.29,34.13,1238,1.5156,INLAND
-118.08,33.99,1369,3.6196,<1H OCEAN
-121.68,39.82,1786,3.5189,INLAND
-121.89,37.26,1560,5.8479,<1H OCEAN
-117.05,34.04,1518,2.29,INLAND
-117.84,33.9,707,7.0352,<1H OCEAN
-117.93,33.94,1820,4.225,<1H OCEAN
-117.94,33.78,1409,4.7731,<1H OCEAN
