longitude,latitude,population_range,ocean_proximity,land_value
-122.26,37.48,0-2000,NEAR OCEAN,564319.8418666669
-122.33,40.52,0-2000,INLAND,128832.28
-119.06,34.23,2000-4000,<1H OCEAN,321617.56
-121.92,37.96,2000-4000,INLAND,226920.62
-118.88,34.2,0-2000,<1H OCEAN,355131.05240000004
-122.4,40.58,0-2000,INLAND,123207.02
-122.3,38.32,0-2000,NEAR BAY,195391.512
-120.1,39.37,0-2000,INLAND,160324.56
-119.0,36.07,0-2000,INLAND,85995.86
-117.17,32.77,0-2000,NEAR OCEAN,194900.90600000002
-122.04,38.25,0-2000,INLAND,118284.09599999999
-121.84,39.73,0-2000,INLAND,126767.55600000001
-121.23,37.95,0-2000,INLAND,85006.34
-116.27,34.13,0-2000,INLAND,72523.88
-118.01,34.1,0-2000,INLAND,221775.67400000003
-120.4,37.92,0-2000,INLAND,146532.04
-118.35,34.1,2000-4000,<1H OCEAN,325538.0886666666
-117.32,33.25,0-2000,<1H OCEAN,145157.5
-116.9,32.77,0-2000,<1H OCEAN,362802.92
-117.08,32.71,0-2000,NEAR OCEAN,127678.95599999999
-118.36,33.97,0-2000,<1H OCEAN,241887.24433333336
-117.41,34.0,0-2000,INLAND,107062.84
-117.33,34.06,0-2000,INLAND,85184.19733333334
-122.15,37.74,0-2000,NEAR BAY,226050.87630591635
-122.07,37.39,0-2000,NEAR BAY,406493.7
-121.51,38.55,0-2000,INLAND,221533.02666666664
-117.15,34.05,0-2000,INLAND,208306.98
-121.45,38.51,2000-4000,INLAND,110910.09647619046
-122.05,36.87,0-2000,NEAR OCEAN,323793.01600000006
-121.83,37.23,2000-4000,<1H OCEAN,502554.13160000014
-118.36,33.95,2000-4000,<1H OCEAN,209510.22285714283
-117.18,33.16,2000-4000,<1H OCEAN,191348.12
-117.58,34.09,0-2000,INLAND,160961.3
-121.9,38.04,0-2000,INLAND,115536.752
-117.46,34.14,0-2000,INLAND,173628.62333333332
-118.43,33.98,2000-4000,<1H OCEAN,544616.2801885718
-122.14,39.65,0-2000,INLAND,104225.72
-122.13,39.74,0-2000,INLAND,98092.68
-121.83,37.3,0-2000,<1H OCEAN,175378.03600000002
-118.1,33.99,0-2000,<1H OCEAN,206539.36
-122.46,37.7,0-2000,NEAR OCEAN,296085.2081269841
-118.28,34.24,0-2000,<1H OCEAN,342688.55277777783
-121.93,37.89,0-2000,INLAND,545213.8640000003
-118.5,34.03,0-2000,<1H OCEAN,595660.3482285719
-121.29,38.12,0-2000,INLAND,219591.414
-117.22,32.85,0-2000,NEAR OCEAN,381591.4708571429
-122.47,37.77,0-2000,NEAR BAY,497997.4315619047
-118.38,34.07,0-2000,<1H OCEAN,585237.4597874606
-117.91,34.08,0-2000,<1H OCEAN,259907.23876190477
-118.32,34.1,0-2000,<1H OCEAN,254567.4562857143
-121.36,38.01,0-2000,INLAND,198875.3333333333
-118.12,33.99,2000-4000,<1H OCEAN,194650.86
-118.14,33.91,0-2000,<1H OCEAN,236365.05933333337
-122.2,37.79,0-2000,NEAR BAY,171953.30804761912
-118.13,34.19,0-2000,INLAND,348916.0566666666
-118.9,35.41,2000-4000,INLAND,152171.56
-114.61,34.83,0-2000,INLAND,70945.36
-118.14,33.78,0-2000,NEAR OCEAN,361123.54696190474
-121.12,35.58,0-2000,NEAR OCEAN,278923.74
-117.65,34.04,2000-4000,INLAND,181872.24666666664
-121.84,37.37,0-2000,<1H OCEAN,224081.64
-118.27,33.79,0-2000,<1H OCEAN,218537.9040952381
-120.56,38.48,0-2000,INLAND,143238.6
-121.39,39.61,0-2000,INLAND,110424.48
-116.92,32.76,0-2000,<1H OCEAN,257455.0
-121.29,37.96,0-2000,INLAND,110209.30899999998
-118.03,33.78,0-2000,<1H OCEAN,313199.0966666666
-117.83,33.68,0-2000,<1H OCEAN,389569.9692000001
-121.79,36.64,28000-30000,<1H OCEAN,204296.69600000003
-118.43,34.02,0-2000,<1H OCEAN,609275.6822666671
-121.9,36.97,0-2000,NEAR OCEAN,324030.1866666667
-121.95,37.33,0-2000,<1H OCEAN,358851.97590476193
-121.91,37.42,0-2000,<1H OCEAN,237668.21666666665
-117.07,33.12,2000-4000,<1H OCEAN,176023.828
-118.09,33.77,0-2000,<1H OCEAN,81978.28066666666
-118.32,33.82,0-2000,<1H OCEAN,453011.2902857142
-118.12,34.04,0-2000,<1H OCEAN,313790.36999999994
-118.22,33.89,0-2000,<1H OCEAN,155417.9853015873
-121.86,36.63,0-2000,<1H OCEAN,215417.90761904762
-122.43,37.74,0-2000,NEAR BAY,397227.1061904761
-119.19,36.06,0-2000,INLAND,67741.2
-117.93,33.65,4000-6000,<1H OCEAN,324375.64180952386
-121.09,37.61,0-2000,INLAND,142749.21333333335
-122.07,37.67,0-2000,NEAR BAY,248554.9
-121.18,37.79,0-2000,INLAND,150423.83904761905
-120.61,35.11,0-2000,<1H OCEAN,201492.64857142858
-117.69,34.05,0-2000,INLAND,193354.19199999998
-117.14,33.39,0-2000,<1H OCEAN,255466.45333333337
-122.95,40.67,0-2000,INLAND,102484.76
-118.41,33.96,0-2000,<1H OCEAN,389497.6606666667
-119.76,36.8,2000-4000,INLAND,95876.90333333332
-117.18,32.83,0-2000,NEAR OCEAN,225227.81333333332
-117.9,34.01,2000-4000,<1H OCEAN,208183.80666666667
-122.04,37.36,0-2000,<1H OCEAN,432661.7072666667
-118.46,34.04,0-2000,<1H OCEAN,428198.95599855704
-122.2,39.93,0-2000,INLAND,76026.88
-117.77,33.51,0-2000,<1H OCEAN,523112.0048
-121.99,37.26,0-2000,<1H OCEAN,498902.1249333333
-117.38,33.14,0-2000,NEAR OCEAN,455538.31191238103
-119.76,36.75,2000-4000,INLAND,60986.111047619044
-117.39,33.69,2000-4000,<1H OCEAN,168084.48
-117.05,34.02,0-2000,INLAND,138226.52
-121.42,38.62,0-2000,INLAND,96442.44666666666
-117.93,34.05,0-2000,<1H OCEAN,235293.24466666672
-122.41,37.8,0-2000,NEAR BAY,502352.5461222949
-122.11,37.67,0-2000,NEAR BAY,211607.44666666668
-119.61,36.56,0-2000,INLAND,78724.45866666667
-118.01,34.06,0-2000,INLAND,196759.604
-118.19,33.99,2000-4000,<1H OCEAN,190275.95695238098
-118.31,34.03,0-2000,<1H OCEAN,176503.08209523812
-122.04,37.66,0-2000,NEAR BAY,365586.72
-122.07,37.06,0-2000,NEAR OCEAN,313324.44
-121.65,37.12,2000-4000,<1H OCEAN,418495.04
-122.37,37.59,2000-4000,NEAR OCEAN,588030.4770666668
-118.4,33.96,0-2000,<1H OCEAN,412513.9413333333
-118.32,33.34,0-2000,ISLAND,498180.23
-118.88,35.34,0-2000,INLAND,98020.34666666668
-118.4,33.87,0-2000,<1H OCEAN,594932.8843371425
-121.37,38.68,0-2000,INLAND,95847.5300952381
-122.1,37.39,0-2000,NEAR BAY,521387.5541599997
-119.81,36.78,0-2000,INLAND,105098.65342857139
-117.16,33.54,2000-4000,<1H OCEAN,312559.3848
-117.95,33.78,0-2000,<1H OCEAN,262444.84266666666
-122.18,37.46,0-2000,NEAR BAY,614022.1218200005
-118.32,33.97,0-2000,<1H OCEAN,187522.28600000002
-117.99,33.88,0-2000,<1H OCEAN,210368.33533333326
-118.26,34.23,0-2000,<1H OCEAN,295825.808
-120.97,37.67,0-2000,INLAND,162807.20533333335
-117.81,34.01,4000-6000,<1H OCEAN,373969.9466666667
-118.51,34.19,0-2000,<1H OCEAN,283322.76399999997
-118.17,33.77,0-2000,NEAR OCEAN,247267.73719047618
-117.19,33.9,8000-10000,INLAND,211087.34106666665
-121.01,37.61,2000-4000,INLAND,86482.97333333333
-119.69,34.42,0-2000,<1H OCEAN,367289.33595238096
-118.27,33.93,0-2000,<1H OCEAN,113295.6281587302
-117.81,33.73,2000-4000,<1H OCEAN,214364.58666666664
-118.9,34.3,2000-4000,<1H OCEAN,310916.8229333333
-117.14,32.76,0-2000,NEAR OCEAN,195029.0068571428
-117.27,34.42,2000-4000,INLAND,146440.28
-122.06,37.35,0-2000,<1H OCEAN,582787.9515400004
-118.12,33.83,0-2000,<1H OCEAN,279813.1506666667
-118.84,34.11,2000-4000,NEAR OCEAN,552486.4371333335
-120.6,35.11,0-2000,<1H OCEAN,238750.42666666667
-119.77,36.76,2000-4000,INLAND,62787.31733333333
-117.81,33.84,0-2000,<1H OCEAN,499049.2137333334
-117.05,32.68,0-2000,NEAR OCEAN,181798.87999999998
-117.94,33.92,0-2000,<1H OCEAN,197647.6093333333
-119.63,34.42,0-2000,<1H OCEAN,477457.3004
-121.56,39.51,0-2000,INLAND,68576.62933333333
-117.96,33.83,0-2000,<1H OCEAN,220048.64333333328
-118.16,34.09,2000-4000,<1H OCEAN,272230.9994285714
-117.06,32.81,0-2000,<1H OCEAN,285700.17466666666
-119.83,34.44,0-2000,NEAR OCEAN,259297.80533333335
-118.44,34.22,0-2000,<1H OCEAN,219630.39231746033
-122.0,38.83,0-2000,INLAND,147336.8
-118.45,34.25,0-2000,<1H OCEAN,246067.212
-118.18,34.09,0-2000,<1H OCEAN,183737.62
-122.41,37.75,0-2000,NEAR BAY,309970.5093376623
-119.02,36.05,0-2000,INLAND,59569.43466666666
-121.79,38.69,0-2000,INLAND,139018.88
-117.66,34.15,0-2000,INLAND,475699.96
-117.76,34.05,2000-4000,INLAND,133103.2877777778
-121.78,37.69,0-2000,INLAND,236102.36533333332
-121.38,38.59,0-2000,INLAND,171319.22666666665
-117.87,33.92,2000-4000,<1H OCEAN,318090.17333333334
-117.13,33.14,0-2000,<1H OCEAN,211478.156
-122.33,37.98,0-2000,NEAR BAY,178484.608
-118.18,34.13,0-2000,<1H OCEAN,479826.43200000003
-121.83,37.27,0-2000,<1H OCEAN,317662.68333333335
-120.76,38.65,0-2000,INLAND,177613.88
-121.24,37.97,0-2000,INLAND,91042.57733333332
-122.11,37.7,0-2000,NEAR BAY,207055.2
-117.14,32.9,2000-4000,<1H OCEAN,216427.16133333332
-121.47,38.56,0-2000,INLAND,113980.55495238096
-118.21,33.9,0-2000,<1H OCEAN,137215.4987936508
-117.93,33.75,0-2000,<1H OCEAN,179317.0923333333
-122.24,37.75,0-2000,NEAR BAY,330875.89139249636
-117.22,33.81,4000-6000,INLAND,179907.9296
-118.03,33.83,0-2000,<1H OCEAN,295911.17904761905
-118.31,34.01,0-2000,<1H OCEAN,146255.9293968254
-117.23,33.23,0-2000,<1H OCEAN,207914.71485714283
-122.93,38.02,0-2000,NEAR OCEAN,351206.44
-121.45,38.69,0-2000,INLAND,118748.6
-122.01,37.4,0-2000,<1H OCEAN,209550.1538095238
-121.47,38.51,0-2000,INLAND,122412.65533333333
-121.44,37.76,2000-4000,INLAND,200925.88
-122.57,37.99,0-2000,NEAR BAY,403911.20573333337
-122.13,37.4,2000-4000,NEAR BAY,543148.6072133334
-118.3,34.17,0-2000,<1H OCEAN,232668.95
-117.29,34.13,0-2000,INLAND,91884.0
-122.05,37.36,0-2000,<1H OCEAN,488013.4989333333
-118.15,33.8,0-2000,NEAR OCEAN,246328.81066666666
-118.0,33.81,0-2000,<1H OCEAN,217787.1628253968
-117.96,33.76,2000-4000,<1H OCEAN,244601.33714285717
-118.11,34.14,0-2000,<1H OCEAN,516910.95906666666
-120.69,38.44,0-2000,INLAND,159352.4
-117.04,32.98,0-2000,<1H OCEAN,321935.0
-122.4,37.6,2000-4000,NEAR OCEAN,519141.2892
-118.6,34.23,4000-6000,<1H OCEAN,361689.8505333334
-118.5,34.15,0-2000,<1H OCEAN,586562.5568000003
-118.32,33.9,0-2000,<1H OCEAN,253015.62138095245
-122.64,41.73,0-2000,INLAND,81857.36
-117.97,33.77,0-2000,<1H OCEAN,217057.2983333333
-118.09,33.9,0-2000,<1H OCEAN,200491.4086031746
-120.75,37.37,0-2000,INLAND,106717.91333333334
-121.39,36.16,0-2000,NEAR OCEAN,352482.4
-122.3,37.91,0-2000,NEAR BAY,316554.29998412693
-118.25,34.15,0-2000,<1H OCEAN,250534.0433333334
-121.48,38.58,0-2000,INLAND,160256.0145714286
-121.94,37.29,0-2000,<1H OCEAN,296926.0393333333
-118.35,33.92,2000-4000,<1H OCEAN,246486.78174603175
-118.92,34.18,0-2000,<1H OCEAN,314920.32
-122.5,37.74,0-2000,NEAR OCEAN,344727.59352380945
-118.33,34.15,0-2000,<1H OCEAN,481364.16013333335
-118.23,34.05,0-2000,<1H OCEAN,193052.75488888889
-117.15,33.02,4000-6000,NEAR OCEAN,235059.91386666667
-118.22,33.99,0-2000,<1H OCEAN,196934.7953333333
-116.54,33.81,2000-4000,INLAND,180818.05240000002
-118.02,33.85,0-2000,<1H OCEAN,288763.76
-122.05,37.36,0-2000,<1H OCEAN,488013.4989333333
-122.28,37.51,0-2000,NEAR OCEAN,500113.7496
-118.86,34.07,0-2000,NEAR OCEAN,548525.6095000001
-122.65,38.97,0-2000,INLAND,81894.56
-121.91,37.69,0-2000,<1H OCEAN,320224.3786666667
-120.43,34.87,0-2000,<1H OCEAN,198775.5133333333
-122.44,37.79,0-2000,NEAR BAY,615880.4966484479
-117.02,32.78,0-2000,<1H OCEAN,214161.80533333335
-117.83,33.82,0-2000,<1H OCEAN,328693.82666666666
-117.08,32.69,0-2000,NEAR OCEAN,140717.08066666668
-120.1,39.19,0-2000,INLAND,369146.7724
-122.65,38.99,0-2000,INLAND,86800.0
-115.69,32.79,0-2000,INLAND,90301.388
-121.66,36.37,0-2000,<1H OCEAN,340001.8
-122.39,40.52,0-2000,INLAND,119715.8
-116.29,33.72,0-2000,INLAND,226430.82
-117.71,33.63,0-2000,<1H OCEAN,268938.64
-121.8,37.31,0-2000,<1H OCEAN,238670.36399999997
-116.46,33.78,2000-4000,INLAND,146219.56
-118.31,33.83,0-2000,<1H OCEAN,318262.45066666673
-120.25,36.65,0-2000,INLAND,91848.04
-118.08,33.98,0-2000,<1H OCEAN,199392.9831428571
-121.85,37.26,0-2000,<1H OCEAN,335226.25
-121.73,36.93,0-2000,<1H OCEAN,225251.15780952384
-118.38,34.03,0-2000,<1H OCEAN,245325.1546666666
-118.04,33.83,2000-4000,<1H OCEAN,312836.5
-122.49,38.27,0-2000,NEAR BAY,299335.89666666667
-120.08,39.61,0-2000,INLAND,105273.18933333334
-116.6,33.06,0-2000,INLAND,165358.96
-118.37,34.18,0-2000,<1H OCEAN,241682.5926666667
-117.12,32.75,0-2000,NEAR OCEAN,147490.72094949495
-121.91,37.23,0-2000,<1H OCEAN,477781.9572
-119.78,36.71,0-2000,INLAND,51746.44
-118.25,34.07,4000-6000,<1H OCEAN,258762.41466666668
-121.68,36.72,12000-14000,<1H OCEAN,225733.32
-118.19,33.91,2000-4000,<1H OCEAN,143283.03333333333
-119.73,34.44,0-2000,NEAR OCEAN,433783.64480000007
-116.94,32.84,0-2000,<1H OCEAN,191230.32
-120.19,39.32,0-2000,INLAND,168292.8
-118.36,34.18,0-2000,<1H OCEAN,243888.842
-122.09,37.36,0-2000,NEAR BAY,620001.2400000006
-122.28,37.83,0-2000,NEAR BAY,141786.29428571428
-121.19,39.05,0-2000,INLAND,237142.56
-122.27,37.77,0-2000,NEAR BAY,343025.9803968255
-118.16,34.19,0-2000,<1H OCEAN,201796.40133333334
-118.18,34.04,0-2000,<1H OCEAN,183689.9980952381
-121.06,40.23,0-2000,INLAND,163911.88
-120.06,37.02,2000-4000,INLAND,83842.49666666667
-121.97,37.36,0-2000,<1H OCEAN,328529.18839538237
-117.09,32.7,0-2000,NEAR OCEAN,120824.48695238099
-122.43,37.76,0-2000,NEAR BAY,495910.6071854979
-122.1,37.68,0-2000,NEAR BAY,226393.6387878788
-118.31,33.92,0-2000,<1H OCEAN,191022.4280952381
-117.35,34.04,0-2000,INLAND,143873.89333333334
-117.91,34.04,4000-6000,<1H OCEAN,226280.94533333328
-118.08,34.0,0-2000,<1H OCEAN,192698.418
-120.62,37.35,0-2000,INLAND,98974.32
-117.66,35.63,0-2000,INLAND,104910.2
-122.68,38.43,0-2000,<1H OCEAN,225221.572
-118.4,34.09,0-2000,<1H OCEAN,604234.6127200004
-118.35,34.03,0-2000,<1H OCEAN,154204.20146031745
-121.95,37.32,0-2000,<1H OCEAN,314241.2133333333
-117.07,32.71,2000-4000,NEAR OCEAN,122951.66266666666
-117.71,34.12,4000-6000,INLAND,332069.52
-121.95,37.52,2000-4000,<1H OCEAN,303210.00800000003
-121.35,38.51,0-2000,INLAND,147091.11466666666
-122.01,37.37,0-2000,<1H OCEAN,269186.17575777776
-118.31,34.26,0-2000,<1H OCEAN,268227.77457142854
-122.04,37.35,0-2000,<1H OCEAN,455661.3790190478
-117.03,32.72,0-2000,NEAR OCEAN,155985.8826666667
-118.61,34.21,0-2000,<1H OCEAN,295090.32266666665
-121.36,38.39,2000-4000,INLAND,177431.29
-118.26,33.91,0-2000,<1H OCEAN,134485.44
-117.21,34.51,0-2000,INLAND,171426.79666666663
-122.21,38.1,0-2000,NEAR BAY,150299.92466666666
-117.98,33.84,0-2000,<1H OCEAN,242805.206
-122.4,37.76,0-2000,NEAR BAY,297394.993063492
-118.33,34.15,0-2000,<1H OCEAN,481364.16013333335
-118.36,33.92,2000-4000,<1H OCEAN,266932.5266666667
-122.07,37.67,0-2000,NEAR BAY,248554.9
-117.39,34.13,0-2000,INLAND,156567.112
-121.1,38.92,0-2000,INLAND,166815.96
-121.28,37.96,0-2000,INLAND,80795.579
-117.68,34.07,0-2000,INLAND,168904.32666666663
-118.5,34.19,0-2000,<1H OCEAN,276608.08133333334
-122.35,37.93,0-2000,NEAR BAY,151859.87419047617
-117.18,32.69,0-2000,NEAR OCEAN,586975.6003866668
-121.87,39.74,0-2000,INLAND,157579.2
-118.01,34.55,0-2000,INLAND,165107.24
-117.95,33.99,2000-4000,<1H OCEAN,380602.9464
-124.14,41.95,0-2000,NEAR OCEAN,108252.0
-120.79,38.83,0-2000,INLAND,159099.64666666667
-121.38,38.49,4000-6000,INLAND,161449.24
-118.13,34.18,0-2000,INLAND,364501.1826666666
-117.28,34.09,0-2000,INLAND,98289.84
-117.14,32.71,0-2000,NEAR OCEAN,128214.09584848484
-122.42,38.31,0-2000,NEAR BAY,329992.52
-119.61,36.33,0-2000,INLAND,68498.01333333334
-117.89,34.07,0-2000,<1H OCEAN,244957.70133333333
-118.37,34.21,0-2000,<1H OCEAN,213368.85633333324
-124.17,40.62,0-2000,NEAR OCEAN,135313.76
-121.17,37.97,0-2000,INLAND,159940.78
-121.51,38.54,0-2000,INLAND,270457.454
-122.18,37.78,0-2000,NEAR BAY,251125.47953968256
-118.44,34.06,0-2000,<1H OCEAN,614576.172833334
-122.27,37.85,0-2000,NEAR BAY,194132.44145310248
-121.47,38.52,0-2000,INLAND,85098.28600000002
-122.13,38.26,0-2000,NEAR BAY,374384.52
-122.05,37.33,0-2000,<1H OCEAN,548368.3372
-118.32,34.1,2000-4000,<1H OCEAN,276798.439047619
-117.02,32.71,2000-4000,NEAR OCEAN,150624.66
-122.01,37.18,0-2000,<1H OCEAN,475762.81559999986
-122.09,37.4,2000-4000,NEAR BAY,317348.55
-118.27,33.99,0-2000,<1H OCEAN,124436.86971428571
-118.19,33.95,0-2000,<1H OCEAN,215454.03000000003
-117.23,32.99,0-2000,NEAR OCEAN,550467.2356000004
-114.6,33.62,2000-4000,INLAND,78541.6
-118.16,34.17,0-2000,<1H OCEAN,217586.93746666666
-122.47,37.78,0-2000,NEAR BAY,493077.8286460316
-118.32,34.1,0-2000,<1H OCEAN,254567.4562857143
-117.67,33.51,0-2000,<1H OCEAN,222536.24866666668
-122.47,37.74,0-2000,NEAR BAY,526791.8023171426
-117.22,32.81,0-2000,NEAR OCEAN,357770.5276190477
-122.28,37.87,0-2000,NEAR BAY,233140.6489523809
-118.34,34.04,0-2000,<1H OCEAN,164350.1402857143
-118.4,34.03,2000-4000,<1H OCEAN,445971.4684
-117.85,33.76,0-2000,<1H OCEAN,250121.75514285715
-117.26,32.81,0-2000,NEAR OCEAN,410073.2803333333
-118.43,34.05,0-2000,<1H OCEAN,607498.0686933328
-122.74,38.45,0-2000,<1H OCEAN,188459.54
-119.18,34.21,0-2000,NEAR OCEAN,293463.30538095237
-122.49,37.69,0-2000,NEAR OCEAN,340439.31333333335
-117.51,33.88,2000-4000,INLAND,160080.36266666665
-117.4,34.0,0-2000,INLAND,99681.94666666666
-122.19,37.76,0-2000,NEAR BAY,96632.24342857141
-116.97,32.56,4000-6000,NEAR OCEAN,146664.72
-122.32,37.92,0-2000,NEAR BAY,164404.73866666667
-121.78,37.69,0-2000,INLAND,236102.36533333332
-118.26,33.97,0-2000,<1H OCEAN,118898.88155844162
-122.69,38.37,2000-4000,<1H OCEAN,242206.92666666664
-118.25,33.99,2000-4000,<1H OCEAN,120493.28
-117.06,32.63,2000-4000,NEAR OCEAN,201614.08
-118.22,33.9,0-2000,<1H OCEAN,136951.1859047619
-118.32,34.06,0-2000,<1H OCEAN,578125.674683809
-117.14,33.18,2000-4000,<1H OCEAN,276809.9533333333
-118.14,33.97,0-2000,<1H OCEAN,194039.22704761903
-117.19,34.27,0-2000,INLAND,183042.6
-122.72,38.43,0-2000,<1H OCEAN,182375.14638095233
-122.09,37.64,0-2000,NEAR BAY,223126.98171428574
-117.27,34.13,2000-4000,INLAND,105977.59199999999
-116.98,32.75,0-2000,<1H OCEAN,214573.072
-122.12,37.82,0-2000,NEAR BAY,490821.1110666666
-121.96,37.95,0-2000,INLAND,254849.14
-117.31,33.16,0-2000,NEAR OCEAN,306959.54480000003
-124.15,40.8,0-2000,NEAR OCEAN,88389.06
-117.76,35.63,0-2000,INLAND,151163.44
-121.49,38.63,4000-6000,INLAND,134047.72
-119.25,36.32,0-2000,INLAND,130570.42933333333
-120.62,38.71,2000-4000,INLAND,175105.36
-118.18,33.8,0-2000,NEAR OCEAN,197512.00057142857
-118.06,33.99,0-2000,<1H OCEAN,229966.5766666667
-122.11,37.7,0-2000,NEAR BAY,207055.2
-119.33,35.6,2000-4000,INLAND,71234.28
-118.41,33.92,0-2000,<1H OCEAN,410507.6095238096
-121.99,37.53,2000-4000,<1H OCEAN,292144.6406666667
-119.82,34.45,0-2000,NEAR OCEAN,381776.69733333326
-117.08,32.75,0-2000,NEAR OCEAN,132433.705
-117.21,32.8,0-2000,NEAR OCEAN,211400.44342857142
-117.0,32.76,0-2000,<1H OCEAN,232446.68
-120.35,36.16,0-2000,INLAND,79723.32
-117.08,33.12,0-2000,<1H OCEAN,154775.04628571428
-118.39,34.03,0-2000,<1H OCEAN,302028.1769904762
-121.3,37.98,0-2000,INLAND,118412.56
-119.85,34.4,4000-6000,NEAR OCEAN,347676.9287999999
-117.64,33.45,0-2000,NEAR OCEAN,364187.27666666673
-117.73,34.07,0-2000,INLAND,153882.14
-118.31,33.87,0-2000,<1H OCEAN,353238.5933333334
-118.1,34.06,0-2000,<1H OCEAN,209702.61476190473
-121.97,37.77,2000-4000,<1H OCEAN,411497.72
-122.08,37.4,0-2000,NEAR BAY,360318.8988571428
-121.92,37.72,2000-4000,<1H OCEAN,278864.53
-117.8,33.69,0-2000,<1H OCEAN,362533.5299999999
-117.89,33.74,2000-4000,<1H OCEAN,197006.65333333332
-118.09,34.12,0-2000,<1H OCEAN,446965.27880000003
-117.26,33.02,0-2000,NEAR OCEAN,380773.0
-118.06,33.82,0-2000,<1H OCEAN,291645.52
-117.59,33.41,0-2000,NEAR OCEAN,383148.84
-117.39,33.98,0-2000,INLAND,149895.788
-118.54,34.25,0-2000,<1H OCEAN,534737.1660000002
-122.23,38.12,0-2000,NEAR BAY,179047.93999999997
-118.11,33.89,0-2000,<1H OCEAN,272763.50857142854
-122.32,37.95,0-2000,NEAR BAY,226526.65133333328
-121.02,37.61,0-2000,INLAND,89492.45333333334
-116.31,33.65,0-2000,INLAND,232884.4
-117.24,34.15,0-2000,INLAND,159781.60533333334
-122.1,37.66,0-2000,NEAR BAY,208433.54266666665
-118.45,34.03,0-2000,<1H OCEAN,391093.4122380953
-121.31,38.71,2000-4000,INLAND,136044.94666666666
-117.98,34.04,0-2000,<1H OCEAN,203830.58
-120.14,36.04,0-2000,INLAND,64085.68
-117.96,33.65,0-2000,<1H OCEAN,393494.8833333334
-121.78,37.34,0-2000,<1H OCEAN,438692.6766666667
-117.81,33.73,0-2000,<1H OCEAN,255770.25333333333
-118.27,34.08,2000-4000,<1H OCEAN,228305.44314285717
-117.19,32.77,0-2000,NEAR OCEAN,208734.16
-118.28,34.11,0-2000,<1H OCEAN,524530.703857143
-122.13,37.66,0-2000,NEAR BAY,225904.95076190477
-117.36,33.97,0-2000,INLAND,132964.9146031746
-118.56,34.22,0-2000,<1H OCEAN,265959.4986666667
-120.21,36.98,0-2000,INLAND,124502.2
-118.15,33.78,2000-4000,NEAR OCEAN,325751.5862571428
-121.42,38.6,0-2000,INLAND,140474.22666666668
-118.18,33.77,0-2000,NEAR OCEAN,196105.42799855702
-117.11,32.69,0-2000,NEAR OCEAN,114931.15666666666
-118.42,34.29,0-2000,<1H OCEAN,183024.41333333336
-118.74,34.05,2000-4000,NEAR OCEAN,595383.3216000004
-122.44,37.8,0-2000,NEAR BAY,620001.1014662583
-118.34,34.11,2000-4000,<1H OCEAN,553817.3849333335
-121.4,38.62,0-2000,INLAND,167037.83733333333
-122.14,37.74,0-2000,NEAR BAY,282969.87722222216
-116.16,33.68,0-2000,INLAND,92372.56
-121.88,37.34,0-2000,<1H OCEAN,305734.57714285713
-117.64,33.62,0-2000,<1H OCEAN,352566.72
-118.32,34.11,2000-4000,<1H OCEAN,473913.864
-117.91,33.87,0-2000,<1H OCEAN,212348.89187301585
-118.05,33.99,0-2000,<1H OCEAN,217428.35799999998
-118.42,34.25,0-2000,<1H OCEAN,182382.6306666667
-120.77,37.01,0-2000,INLAND,132320.4
-118.35,34.18,0-2000,<1H OCEAN,272641.8114285714
-118.3,34.11,0-2000,<1H OCEAN,548549.8566666666
-117.93,33.87,0-2000,<1H OCEAN,212908.66428571424
-117.55,34.25,0-2000,INLAND,266911.24
-122.17,37.74,0-2000,NEAR BAY,120270.91881684984
-117.61,34.09,0-2000,INLAND,170413.82
-121.17,38.68,0-2000,INLAND,191317.12
-122.41,37.61,0-2000,NEAR OCEAN,392853.9893333333
-118.46,34.3,2000-4000,<1H OCEAN,236555.8333333333
-122.7,38.35,0-2000,<1H OCEAN,140846.49238095243
-122.06,37.73,0-2000,NEAR BAY,379397.468
-121.81,38.45,0-2000,INLAND,174459.816
-117.65,34.14,0-2000,INLAND,408125.54
-122.45,37.72,0-2000,NEAR BAY,277641.75884615374
-121.76,37.0,0-2000,<1H OCEAN,361846.8924
-122.44,37.66,2000-4000,NEAR OCEAN,337231.64
-117.93,33.83,0-2000,<1H OCEAN,305260.26828571426
-118.36,34.19,0-2000,<1H OCEAN,221300.32
-122.24,37.79,0-2000,NEAR BAY,133730.50634920635
-116.99,32.8,0-2000,<1H OCEAN,204855.77657142858
-122.02,36.97,0-2000,NEAR OCEAN,270798.0908571428
-117.85,33.78,0-2000,<1H OCEAN,287326.84800000006
-122.2,37.96,2000-4000,NEAR BAY,348790.12639999995
-122.38,40.56,0-2000,INLAND,86326.73333333332
-117.0,32.85,0-2000,<1H OCEAN,185618.90666666665
-117.1,32.83,0-2000,<1H OCEAN,231157.7
-118.18,33.78,0-2000,NEAR OCEAN,195897.6386666667
-117.82,33.73,0-2000,<1H OCEAN,186367.04
-120.46,34.63,0-2000,NEAR OCEAN,214461.41000000003
-118.73,36.01,0-2000,INLAND,107825.44
-119.7,36.83,0-2000,INLAND,122092.17733333333
-118.32,34.05,0-2000,<1H OCEAN,336869.9015019048
-119.1,36.4,0-2000,INLAND,108546.5
-118.22,33.83,0-2000,<1H OCEAN,207951.72
-118.98,37.65,0-2000,INLAND,222664.73333333337
