longitude,latitude,population_range,ocean_proximity
-122.98,38.44,0-2000,<1H OCEAN
-120.54,38.75,0-2000,INLAND
-118.08,33.81,0-2000,<1H OCEAN
-122.28,37.8,0-2000,NEAR BAY
-118.22,33.81,0-2000,NEAR OCEAN
-121.32,36.43,2000-4000,<1H OCEAN
-117.98,34.02,2000-4000,<1H OCEAN
-121.45,38.57,0-2000,INLAND
-118.95,35.37,0-2000,INLAND
-117.55,33.9,0-2000,INLAND
-121.91,36.59,0-2000,NEAR OCEAN
-118.2,33.8,2000-4000,NEAR OCEAN
-122.47,37.89,2000-4000,NEAR BAY
-122.19,37.76,0-2000,NEAR BAY
-118.36,34.04,0-2000,<1H OCEAN
-122.29,37.89,0-2000,NEAR BAY
-117.12,32.96,0-2000,<1H OCEAN
-121.68,36.9,0-2000,<1H OCEAN
-118.36,34.21,0-2000,<1H OCEAN
-122.32,37.95,0-2000,NEAR BAY
-117.86,33.77,0-2000,<1H OCEAN
-117.11,33.14,0-2000,<1H OCEAN
-117.89,33.99,0-2000,<1H OCEAN
-118.14,33.91,0-2000,<1H OCEAN
-117.65,35,0-2000,INLAND
-118.14,34.09,0-2000,<1H OCEAN
-118.26,34.13,0-2000,<1H OCEAN
-117.85,33.89,0-2000,<1H OCEAN
-117.93,33.76,2000-4000,<1H OCEAN
-122.33,37.58,0-2000,NEAR OCEAN
-118.35,33.91,0-2000,<1H OCEAN
-120.87,37.07,0-2000,INLAND
-117.95,34.07,0-2000,<1H OCEAN
-121.85,37.72,0-2000,INLAND
-118.06,33.99,0-2000,<1H OCEAN
-121.46,38.63,2000-4000,INLAND
-118.67,34.16,6000-8000,<1H OCEAN
-120.04,36.96,2000-4000,INLAND
-121.95,37.96,0-2000,INLAND
-122.18,37.78,0-2000,NEAR BAY
-117.31,33.1,0-2000,NEAR OCEAN
-118.02,33.75,0-2000,<1H OCEAN
-118.71,34.27,0-2000,<1H OCEAN
-118.29,33.99,0-2000,<1H OCEAN
-118.45,34.27,0-2000,<1H OCEAN
-117.66,33.61,0-2000,<1H OCEAN
-117.38,34.08,2000-4000,INLAND
-120.81,38.67,2000-4000,INLAND
-122.22,37.78,0-2000,NEAR BAY
-118.29,33.72,0-2000,NEAR OCEAN
-119.1,35.33,2000-4000,INLAND
-117.08,32.91,0-2000,<1H OCEAN
-117.89,33.74,0-2000,<1H OCEAN
-119.31,34.44,0-2000,NEAR OCEAN
-122,37.31,0-2000,<1H OCEAN
-120.46,34.64,0-2000,NEAR OCEAN
-121.12,39.2,0-2000,INLAND
-118.2,33.79,0-2000,NEAR OCEAN
-118.77,34.27,0-2000,<1H OCEAN
-122.25,37.83,0-2000,NEAR BAY
-122.46,37.78,0-2000,NEAR BAY
-122.04,36.95,0-2000,NEAR OCEAN
-117.99,34.15,0-2000,INLAND
-118.46,35.13,0-2000,INLAND
-118.36,34.1,0-2000,<1H OCEAN
-118.42,34.15,0-2000,<1H OCEAN
-117.81,34.08,6000-8000,INLAND
-117.66,33.64,0-2000,<1H OCEAN
-118.11,33.83,0-2000,<1H OCEAN
-121.88,37.43,0-2000,<1H OCEAN
-118.1,34.1,0-2000,<1H OCEAN
-119.23,35.77,2000-4000,INLAND
-122.15,37.43,0-2000,NEAR BAY
-122.42,37.62,0-2000,NEAR OCEAN
-118.45,34.01,0-2000,<1H OCEAN
-118.27,34.08,0-2000,<1H OCEAN
-118.38,34.27,2000-4000,<1H OCEAN
-122.02,37.6,0-2000,NEAR BAY
-117.8,34.1,0-2000,INLAND
-118.38,34.04,0-2000,<1H OCEAN
-117.83,33.93,0-2000,<1H OCEAN
-117.86,33.62,0-2000,<1H OCEAN
-117.19,34.05,0-2000,INLAND
-117.84,33.74,0-2000,<1H OCEAN
-117.24,32.79,0-2000,NEAR OCEAN
-121.8,37.23,0-2000,<1H OCEAN
-117.04,34.04,0-2000,INLAND
-119.8,36.29,0-2000,INLAND
-117.9,34.11,4000-6000,<1H OCEAN
-117.95,33.77,0-2000,<1H OCEAN
-122.09,37.67,0-2000,NEAR BAY
-118.42,34.03,0-2000,<1H OCEAN
-118.05,33.85,0-2000,<1H OCEAN
-121.79,37.32,2000-4000,<1H OCEAN
-118.16,33.97,0-2000,<1H OCEAN
-115.59,32.79,0-2000,INLAND
-117.93,33.93,0-2000,<1H OCEAN
-117.3,34.46,2000-4000,INLAND
-117.9,33.73,0-2000,<1H OCEAN
-122.55,38,0-2000,NEAR BAY
-118.18,33.78,0-2000,NEAR OCEAN
-119.29,36.12,0-2000,INLAND
-118.45,35.62,0-2000,INLAND
-121.79,37.31,0-2000,<1H OCEAN
-119.83,36.37,0-2000,INLAND
-122.42,37.74,0-2000,NEAR BAY
-123.18,39.23,0-2000,<1H OCEAN
-121.29,38.68,0-2000,INLAND
-117.25,32.81,0-2000,NEAR OCEAN
-118.05,33.73,0-2000,<1H OCEAN
-122.27,37.56,0-2000,NEAR BAY
-118.33,34.05,0-2000,<1H OCEAN
-121.39,38.64,0-2000,INLAND
-118.25,34.07,0-2000,<1H OCEAN
-122.12,37.42,0-2000,NEAR BAY
-117.17,34.05,0-2000,INLAND
-117.33,33.87,0-2000,INLAND
-117.32,34.06,0-2000,INLAND
-121.34,38.03,2000-4000,INLAND
-122.47,37.51,2000-4000,NEAR OCEAN
-121.94,37.54,0-2000,<1H OCEAN
-118.18,33.89,4000-6000,<1H OCEAN
-117.05,32.77,0-2000,NEAR OCEAN
-118.01,34.05,0-2000,<1H OCEAN
-123.16,39.13,0-2000,<1H OCEAN
-121.27,38.02,0-2000,INLAND
-119.86,34.41,0-2000,NEAR OCEAN
-118.18,33.87,0-2000,<1H OCEAN
-122.24,37.82,0-2000,NEAR BAY
-117.9,33.65,0-2000,<1H OCEAN
-122.26,37.88,0-2000,NEAR BAY
-122.44,37.78,0-2000,NEAR BAY
-121.81,37.25,0-2000,<1H OCEAN
-118.14,33.86,0-2000,<1H OCEAN
-118.2,34.07,2000-4000,<1H OCEAN
-119.83,36.83,0-2000,INLAND
-115.91,33.36,0-2000,INLAND
-116.86,32.8,0-2000,<1H OCEAN
-117.97,33.93,0-2000,<1H OCEAN
-118.39,34.19,2000-4000,<1H OCEAN
-122.32,37.54,0-2000,NEAR OCEAN
-122.25,37.83,2000-4000,NEAR BAY
-117.98,34.02,0-2000,<1H OCEAN
-117.94,33.79,0-2000,<1H OCEAN
-117.99,33.8,2000-4000,<1H OCEAN
-117.92,34.1,0-2000,<1H OCEAN
-118,33.85,0-2000,<1H OCEAN
-117.93,33.69,0-2000,<1H OCEAN
-118.2,34.05,0-2000,<1H OCEAN
-122.27,37.81,0-2000,NEAR BAY
-121.3,38.03,0-2000,INLAND
-117.87,33.74,2000-4000,<1H OCEAN
-117.24,33.05,0-2000,NEAR OCEAN
-117.9,33.85,2000-4000,<1H OCEAN
-121.27,37.87,0-2000,INLAND
-118.31,33.96,0-2000,<1H OCEAN
-118.28,34.1,2000-4000,<1H OCEAN
-122.32,37.97,0-2000,NEAR BAY
-121.31,38.66,0-2000,INLAND
-121.43,37.75,0-2000,INLAND
-118.29,34.11,0-2000,<1H OCEAN
-122.02,38.38,0-2000,INLAND
-122.01,37.92,0-2000,NEAR BAY
-117.3,34.13,0-2000,INLAND
-118.37,34.21,0-2000,<1H OCEAN
-121.83,36.98,0-2000,<1H OCEAN
-121.96,39.3,0-2000,INLAND
-118.3,34.03,2000-4000,<1H OCEAN
-118.3,34.05,2000-4000,<1H OCEAN
-118.01,34.09,2000-4000,INLAND
-117.06,33.01,0-2000,<1H OCEAN
-122.53,37.88,0-2000,NEAR BAY
-121.24,38.68,0-2000,INLAND
-117.95,34,0-2000,<1H OCEAN
-118.23,34.07,0-2000,<1H OCEAN
-117.89,33.87,0-2000,<1H OCEAN
-122.09,37.69,0-2000,NEAR BAY
-121.63,36.65,0-2000,<1H OCEAN
-122.05,37.68,2000-4000,NEAR BAY
-117.04,32.71,2000-4000,NEAR OCEAN
-117.04,32.7,6000-8000,NEAR OCEAN
-118.26,34.07,2000-4000,<1H OCEAN
-118.13,34.17,0-2000,<1H OCEAN
-116.97,32.79,2000-4000,<1H OCEAN
-119.55,36.51,0-2000,INLAND
-120.92,37.65,0-2000,INLAND
-120.8,38.51,0-2000,INLAND
-121.83,38,2000-4000,INLAND
-122.42,37.93,0-2000,NEAR BAY
-122.27,37.47,0-2000,NEAR OCEAN
-122.36,37.94,0-2000,NEAR BAY
-118.32,33.33,0-2000,ISLAND
-117.06,32.73,0-2000,NEAR OCEAN
-118.97,37.64,0-2000,INLAND
-117.27,34.12,0-2000,INLAND
-120.55,37.32,0-2000,INLAND
-117.99,33.9,0-2000,<1H OCEAN
-118,33.91,2000-4000,<1H OCEAN
-118.37,33.81,0-2000,NEAR OCEAN
-117.97,33.66,0-2000,<1H OCEAN
-117.17,33.28,0-2000,<1H OCEAN
-119.88,36.81,0-2000,INLAND
-117.74,34.05,2000-4000,INLAND
-117.13,32.79,0-2000,NEAR OCEAN
-122.06,37.65,0-2000,NEAR BAY
-118.3,33.99,0-2000,<1H OCEAN
-118.06,35.68,0-2000,INLAND
-118.38,33.89,0-2000,<1H OCEAN
-122.45,37.73,0-2000,NEAR BAY
-121.97,37.24,0-2000,<1H OCEAN
-118.14,33.95,0-2000,<1H OCEAN
-121.97,37.53,0-2000,<1H OCEAN
-118.15,34.86,2000-4000,INLAND
-117.2,32.86,0-2000,NEAR OCEAN
-118.3,34.01,0-2000,<1H OCEAN
-117.98,33.79,0-2000,<1H OCEAN
-122.42,37.62,0-2000,NEAR OCEAN
-118.2,33.94,0-2000,<1H OCEAN
-117.01,32.81,0-2000,<1H OCEAN
-116.98,32.74,0-2000,<1H OCEAN
-122.01,37.53,2000-4000,NEAR BAY
-117.92,34.03,0-2000,<1H OCEAN
-123.17,39.15,0-2000,<1H OCEAN
-123.76,41.03,0-2000,<1H OCEAN
-122.44,37.73,0-2000,NEAR BAY
-120.43,34.93,0-2000,<1H OCEAN
-122.42,37.64,0-2000,NEAR OCEAN
-117.98,34.14,2000-4000,INLAND
-122.3,37.91,0-2000,NEAR BAY
-118.32,33.8,2000-4000,<1H OCEAN
-118.41,34.04,0-2000,<1H OCEAN
-121.94,37.34,0-2000,<1H OCEAN
-117.21,32.84,0-2000,NEAR OCEAN
-118.12,34.16,0-2000,<1H OCEAN
-119.87,36.54,0-2000,INLAND
-117.92,33.94,0-2000,<1H OCEAN
-118.09,33.75,2000-4000,NEAR OCEAN
-118.28,34,0-2000,<1H OCEAN
-119.29,36.54,2000-4000,INLAND
-121.92,36.55,0-2000,NEAR OCEAN
-118.44,34.16,0-2000,<1H OCEAN
-122.26,37.84,0-2000,NEAR BAY
-119.76,36.79,0-2000,INLAND
-119.73,36.73,0-2000,INLAND
-118.99,35.3,0-2000,INLAND
-118.2,34.02,0-2000,<1H OCEAN
-118.47,34.05,0-2000,<1H OCEAN
-118.18,33.88,0-2000,<1H OCEAN
-117.93,33.83,0-2000,<1H OCEAN
-122.47,37.78,0-2000,NEAR BAY
-121.73,38,2000-4000,INLAND
-121.97,37.25,0-2000,<1H OCEAN
-122.71,38.44,0-2000,<1H OCEAN
-117.72,33.62,0-2000,<1H OCEAN
-122.46,37.72,0-2000,NEAR OCEAN
-121.23,37.84,0-2000,INLAND
-117.53,33.88,2000-4000,INLAND
-117.25,32.82,2000-4000,NEAR OCEAN
-118.15,34.04,0-2000,<1H OCEAN
-119.79,36.79,0-2000,INLAND
-122.05,37.63,2000-4000,NEAR BAY
-121.32,38.62,0-2000,INLAND
-121.82,38.01,0-2000,INLAND
-122.26,38.03,0-2000,NEAR BAY
-118,33.75,0-2000,<1H OCEAN
-118.07,33.85,2000-4000,<1H OCEAN
-121.92,37.73,0-2000,<1H OCEAN
-122.56,37.95,0-2000,NEAR OCEAN
-117.29,34.13,0-2000,INLAND
-118.08,33.99,0-2000,<1H OCEAN
-121.68,39.82,0-2000,INLAND
-121.89,37.26,0-2000,<1H OCEAN
-117.05,34.04,0-2000,INLAND
-117.84,33.9,0-2000,<1H OCEAN
-117.93,33.94,0-2000,<1H OCEAN
-117.94,33.78,0-2000,<1H OCEAN
-117.29,35.54,2000-4000,INLAND
-116.88,33.93,0-2000,INLAND
-117.88,33.84,0-2000,<1H OCEAN
-117.49,33.99,0-2000,INLAND
-117.98,34.03,0-2000,<1H OCEAN
-119.23,34.19,0-2000,NEAR OCEAN
-117.86,33.75,2000-4000,<1H OCEAN
-118.43,34.01,2000-4000,<1H OCEAN
-122.31,38.01,0-2000,NEAR BAY
-122.43,37.79,0-2000,NEAR BAY
-118.19,33.95,0-2000,<1H OCEAN
-117.11,32.91,0-2000,<1H OCEAN
-118.47,34.04,0-2000,<1H OCEAN
-122.42,37.75,0-2000,NEAR BAY
-117.34,34.08,0-2000,INLAND
-122.06,37.99,0-2000,NEAR BAY
-122.06,37.54,2000-4000,NEAR BAY
-117.14,32.74,2000-4000,NEAR OCEAN
-122.07,38,0-2000,NEAR BAY
-122.35,40.57,0-2000,INLAND
-121.37,38.69,0-2000,INLAND
-120.19,36.6,0-2000,INLAND
-121.28,38.03,0-2000,INLAND
-117.51,33.95,4000-6000,INLAND
-118.36,33.88,0-2000,<1H OCEAN
-122.3,37.97,0-2000,NEAR BAY
-120.87,37.76,0-2000,INLAND
-115.73,33.09,0-2000,INLAND
-121.22,37.79,0-2000,INLAND
-121.98,37.95,2000-4000,INLAND
-121.79,37.67,0-2000,INLAND
-117.9,33.9,0-2000,<1H OCEAN
-122.04,37.85,2000-4000,NEAR BAY
-119.73,34.42,0-2000,NEAR OCEAN
-116.44,33.77,0-2000,INLAND
-117.31,34.17,0-2000,INLAND
-117.14,32.8,0-2000,NEAR OCEAN
-122.13,37.7,0-2000,NEAR BAY
-122.48,38.31,0-2000,<1H OCEAN
-118.37,33.88,0-2000,<1H OCEAN
-121.45,38.64,0-2000,INLAND
-122.57,38.02,2000-4000,NEAR BAY
-118.02,33.79,2000-4000,<1H OCEAN
-124.07,40.87,0-2000,NEAR OCEAN
-116.91,34.24,0-2000,INLAND
-117.65,33.62,0-2000,<1H OCEAN
-116.94,32.81,0-2000,<1H OCEAN
-119.78,36.76,0-2000,INLAND
-122.05,38,0-2000,NEAR BAY
-122.24,37.49,0-2000,NEAR OCEAN
-121.46,38.54,0-2000,INLAND
-117.93,33.95,0-2000,<1H OCEAN
-117.96,33.69,0-2000,<1H OCEAN
-122.04,37.96,0-2000,NEAR BAY
-121.3,37.97,0-2000,INLAND
-121.74,37.35,0-2000,<1H OCEAN
-121.58,39.14,0-2000,INLAND
-119.75,36.71,0-2000,INLAND
-118.36,33.98,0-2000,<1H OCEAN
-122.18,37.73,0-2000,NEAR BAY
-122.64,38.87,0-2000,INLAND
-120.72,38.42,2000-4000,INLAND
-118.2,33.77,0-2000,NEAR OCEAN
-118.43,34.2,2000-4000,<1H OCEAN
-122.74,38.44,0-2000,<1H OCEAN
-118.12,33.91,0-2000,<1H OCEAN
-118.03,33.95,0-2000,<1H OCEAN
-122.76,38.46,2000-4000,<1H OCEAN
-121.83,37.28,0-2000,<1H OCEAN
-118.48,34.25,0-2000,<1H OCEAN
-121.35,38.28,0-2000,INLAND
-118.18,33.82,0-2000,NEAR OCEAN
-122.02,37.01,0-2000,NEAR OCEAN
-117.67,33.49,0-2000,<1H OCEAN
-117.59,34.13,8000-10000,INLAND
-117.89,34.09,0-2000,<1H OCEAN
-122.68,38.43,0-2000,<1H OCEAN
-118.32,33.87,0-2000,<1H OCEAN
-118.58,34.06,0-2000,<1H OCEAN
-118.03,33.96,0-2000,<1H OCEAN
-117.81,33.82,0-2000,<1H OCEAN
-122.15,37.41,0-2000,NEAR BAY
-116.87,33.57,0-2000,INLAND
-121.72,37.7,0-2000,INLAND
-122.26,38,0-2000,NEAR BAY
-118.25,34.14,2000-4000,<1H OCEAN
-118.4,33.86,0-2000,<1H OCEAN
-117.18,33.15,4000-6000,<1H OCEAN
-117.33,34.12,0-2000,INLAND
-117.98,33.68,0-2000,<1H OCEAN
-122.46,37.78,0-2000,NEAR BAY
-122.33,37.97,0-2000,NEAR BAY
-122.31,37.56,0-2000,NEAR OCEAN
-118.13,33.86,0-2000,<1H OCEAN
-118.42,34.18,0-2000,<1H OCEAN
-121.52,38.9,0-2000,INLAND
-121.99,37.26,0-2000,<1H OCEAN
-120.98,37.64,2000-4000,INLAND
-117.87,33.92,0-2000,<1H OCEAN
-117.79,33.77,0-2000,<1H OCEAN
-117.96,33.73,0-2000,<1H OCEAN
-121.63,37.12,0-2000,<1H OCEAN
-117.89,33.77,0-2000,<1H OCEAN
-118.24,34.15,0-2000,<1H OCEAN
-122.06,37.96,0-2000,NEAR BAY
-119.85,36.76,0-2000,INLAND
-118.09,34.01,0-2000,<1H OCEAN
-123.73,39.17,0-2000,NEAR OCEAN
-121.4,36.84,0-2000,INLAND
-118.21,33.8,0-2000,NEAR OCEAN
-119.62,36.56,0-2000,INLAND
-118.81,34.25,2000-4000,<1H OCEAN
-117.1,33,6000-8000,<1H OCEAN
-118.38,33.86,0-2000,<1H OCEAN
-118.31,34.04,2000-4000,<1H OCEAN
-121.5,38.52,0-2000,INLAND
-118,34.13,0-2000,INLAND
-118.35,33.91,0-2000,<1H OCEAN
-118.98,35.37,0-2000,INLAND
-117.9,33.88,0-2000,<1H OCEAN
-121.65,39.16,2000-4000,INLAND
-119.81,36.6,0-2000,INLAND
-118.02,34.15,0-2000,INLAND
-118.09,34.7,0-2000,INLAND
-118.42,34.27,0-2000,<1H OCEAN
-118.32,34.07,0-2000,<1H OCEAN
-122.46,37.73,0-2000,NEAR BAY
-116.53,33.78,0-2000,INLAND
-120.99,39.22,0-2000,INLAND
-116.47,34.07,2000-4000,INLAND
-122.28,37.82,0-2000,NEAR BAY
-118.47,35.64,0-2000,INLAND
-118.26,33.97,0-2000,<1H OCEAN
-117.2,32.78,0-2000,NEAR OCEAN
-118.55,34.28,2000-4000,<1H OCEAN
-117.86,33.84,0-2000,<1H OCEAN
-117.78,33.78,2000-4000,<1H OCEAN
-121.86,37.41,0-2000,<1H OCEAN
-117.58,34.11,6000-8000,INLAND
-118.02,34.12,0-2000,INLAND
-117.08,32.93,6000-8000,<1H OCEAN
-117.62,34.02,0-2000,INLAND
-117.25,32.86,0-2000,NEAR OCEAN
-121.32,37.96,0-2000,INLAND
-118.45,33.96,0-2000,<1H OCEAN
-119.79,36.77,0-2000,INLAND
-118.2,33.92,0-2000,<1H OCEAN
-118.33,34.16,0-2000,<1H OCEAN
-118.24,33.89,0-2000,<1H OCEAN
-115.38,32.81,0-2000,INLAND
-117.82,33.85,0-2000,<1H OCEAN
-121.97,37.3,2000-4000,<1H OCEAN
-121.24,38.75,2000-4000,INLAND
-118.91,36.79,0-2000,INLAND
-121.27,37.95,0-2000,INLAND
-122.49,37.75,0-2000,NEAR OCEAN
-123.2,39.15,0-2000,<1H OCEAN
-122.26,37.54,0-2000,NEAR BAY
-117.29,33.05,0-2000,NEAR OCEAN
-118.39,33.88,0-2000,<1H OCEAN
-118.24,33.99,0-2000,<1H OCEAN
-117.92,33.77,2000-4000,<1H OCEAN
-118.16,33.86,4000-6000,<1H OCEAN
-122.16,37.71,0-2000,NEAR BAY
-119.67,36.82,0-2000,INLAND
-122.24,37.47,0-2000,NEAR OCEAN
-122.6,38.11,2000-4000,<1H OCEAN
-117.61,33.63,0-2000,<1H OCEAN
-118.28,33.96,2000-4000,<1H OCEAN
-117.89,33.85,0-2000,<1H OCEAN
-121.77,36.93,0-2000,<1H OCEAN
-121.37,38.68,0-2000,INLAND
-118.26,33.85,0-2000,<1H OCEAN
-122.17,37.73,0-2000,NEAR BAY
-122.54,37.96,0-2000,NEAR BAY
-124.16,40.8,0-2000,NEAR OCEAN
-120.45,34.66,0-2000,NEAR OCEAN
-120.45,34.95,2000-4000,<1H OCEAN
-117.17,33.34,0-2000,<1H OCEAN
-118.42,34,0-2000,<1H OCEAN
-119.35,36.52,2000-4000,INLAND
-121.84,37.29,0-2000,<1H OCEAN
-120.24,37.96,0-2000,INLAND
-122.42,37.77,2000-4000,NEAR BAY
-117.91,33.9,0-2000,<1H OCEAN
-121.53,38.58,2000-4000,INLAND
-121.23,37.8,0-2000,INLAND
-117.65,33.58,0-2000,<1H OCEAN
-121,37.6,2000-4000,INLAND
-118.07,34.17,0-2000,INLAND
-117.69,33.64,0-2000,<1H OCEAN
-121.78,37.23,0-2000,<1H OCEAN
-121.85,37.4,0-2000,<1H OCEAN
-121.32,37.98,0-2000,INLAND
-118.16,33.84,0-2000,<1H OCEAN
-118.04,34.12,0-2000,INLAND
-122.21,37.8,0-2000,NEAR BAY
-117.8,34.05,2000-4000,<1H OCEAN
-121.43,38.61,0-2000,INLAND
-121.8,36.72,0-2000,<1H OCEAN
-122.02,37.58,2000-4000,NEAR BAY
-119.32,36.19,0-2000,INLAND
-118.2,33.81,0-2000,NEAR OCEAN
-117.91,33.75,2000-4000,<1H OCEAN
-118.13,34.02,0-2000,<1H OCEAN
-118.12,34.7,2000-4000,INLAND
-122.41,37.75,2000-4000,NEAR BAY
-118.26,34.09,0-2000,<1H OCEAN
-122.29,37.92,0-2000,NEAR BAY
-117.43,34.1,0-2000,INLAND
-117.9,33.71,2000-4000,<1H OCEAN
-118.43,33.9,0-2000,<1H OCEAN
-121.43,36.5,0-2000,<1H OCEAN
-120.45,37.32,0-2000,INLAND
-118.25,33.93,0-2000,<1H OCEAN
-122.5,37.74,0-2000,NEAR OCEAN
-122.04,37.95,0-2000,NEAR BAY
-117.34,34.02,2000-4000,INLAND
-118.26,33.9,0-2000,<1H OCEAN
-120.45,34.94,0-2000,<1H OCEAN
-117.24,33.18,0-2000,<1H OCEAN
-118.15,34.18,0-2000,<1H OCEAN
-122.16,37.46,0-2000,NEAR BAY
-117.95,33.78,2000-4000,<1H OCEAN
-119.05,34.13,0-2000,NEAR OCEAN
-118.3,33.98,0-2000,<1H OCEAN
-120.98,37.69,0-2000,INLAND
-118.27,34.05,2000-4000,<1H OCEAN
-122.41,37.8,2000-4000,NEAR BAY
-117.98,33.99,0-2000,<1H OCEAN
-121.93,37.31,0-2000,<1H OCEAN
-121.44,38.61,0-2000,INLAND
-118.28,34.76,0-2000,INLAND
-117.02,32.79,0-2000,<1H OCEAN
-117.21,34.08,2000-4000,INLAND
-118.21,34.05,2000-4000,<1H OCEAN
-121.22,37.8,0-2000,INLAND
-122.45,37.77,0-2000,NEAR BAY
-121.87,37.46,0-2000,<1H OCEAN
-118.26,34.02,0-2000,<1H OCEAN
-117.23,32.73,0-2000,NEAR OCEAN
-118.25,34.23,0-2000,<1H OCEAN
-118.15,33.78,0-2000,NEAR OCEAN
-117.48,33.91,0-2000,INLAND
-122.06,38.26,0-2000,INLAND
-117.12,32.7,0-2000,NEAR OCEAN
-121.87,37.35,2000-4000,<1H OCEAN
-118.15,33.88,2000-4000,<1H OCEAN
-122.55,38.07,0-2000,NEAR BAY
-118.05,34.13,0-2000,INLAND
-119.02,35.43,0-2000,INLAND
-122.42,37.73,0-2000,NEAR BAY
-122.53,37.97,0-2000,NEAR BAY
-122.21,37.78,0-2000,NEAR BAY
-117.29,34.15,0-2000,INLAND
-117.98,33.68,0-2000,<1H OCEAN
-122.18,38.17,2000-4000,NEAR BAY
-117.98,33.71,0-2000,<1H OCEAN
-118.34,35.27,0-2000,INLAND
-121.38,38.55,0-2000,INLAND
-118.32,34.09,0-2000,<1H OCEAN
-121.5,38.58,2000-4000,INLAND
-118.3,34.19,0-2000,<1H OCEAN
-116.42,33.76,2000-4000,INLAND
-118.27,34.15,0-2000,<1H OCEAN
-117.98,34.1,4000-6000,INLAND
-115.64,32.8,0-2000,INLAND
-119.73,36.68,0-2000,INLAND
-118.6,34.13,4000-6000,<1H OCEAN
-118.3,34.04,2000-4000,<1H OCEAN
-120.68,35.25,0-2000,NEAR OCEAN
-122.3,37.56,0-2000,NEAR OCEAN
-119.25,35.77,0-2000,INLAND
-122.23,37.78,0-2000,NEAR BAY
-122.23,37.46,0-2000,NEAR OCEAN
-121.57,39.76,0-2000,INLAND
-118.98,35.36,0-2000,INLAND
-118.32,34.08,0-2000,<1H OCEAN
-119.71,34.41,0-2000,NEAR OCEAN
-118.43,37.4,0-2000,INLAND
-117.29,34.12,0-2000,INLAND
-118.59,34.22,2000-4000,<1H OCEAN
-117.38,34.12,4000-6000,INLAND
-117.94,33.86,0-2000,<1H OCEAN
-118.98,36.06,0-2000,INLAND
-118.49,34.27,0-2000,<1H OCEAN
-121.63,39.82,0-2000,INLAND
-117.03,32.73,0-2000,NEAR OCEAN
-118.32,33.79,0-2000,<1H OCEAN
-122.43,37.73,0-2000,NEAR BAY
-121.91,36.59,0-2000,NEAR OCEAN
-118.21,33.94,0-2000,<1H OCEAN
-117.59,33.67,0-2000,<1H OCEAN
-118.33,33.91,0-2000,<1H OCEAN
-121.64,36.8,2000-4000,<1H OCEAN
-122.48,37.75,0-2000,NEAR BAY
-122.42,37.8,0-2000,NEAR BAY
-118.39,34.17,0-2000,<1H OCEAN
-121.37,38.42,0-2000,INLAND
-124.14,40.78,0-2000,NEAR OCEAN
-118.32,33.89,0-2000,<1H OCEAN
-122.41,37.75,0-2000,NEAR BAY
-117.39,33.93,0-2000,INLAND
-120.23,37.86,0-2000,INLAND
-121.91,37.29,0-2000,<1H OCEAN
-114.65,32.79,0-2000,INLAND
-117.78,33.97,0-2000,<1H OCEAN
-118.45,37.37,0-2000,INLAND
-117.85,33.61,0-2000,<1H OCEAN
-122.01,36.98,0-2000,NEAR OCEAN
-118.2,33.93,0-2000,<1H OCEAN
-121.91,36.62,0-2000,<1H OCEAN
-118.18,33.87,0-2000,<1H OCEAN
-122.05,37.38,0-2000,<1H OCEAN
-118.26,34,2000-4000,<1H OCEAN
-118.19,34.02,0-2000,<1H OCEAN
-121.21,38.75,2000-4000,INLAND
-117.63,33.62,0-2000,<1H OCEAN
-121.71,38.72,0-2000,INLAND
-121.88,37.67,0-2000,INLAND
-118.37,34.21,0-2000,<1H OCEAN
-118.25,34.01,0-2000,<1H OCEAN
-117.79,35.21,0-2000,INLAND
-118.24,34.03,0-2000,<1H OCEAN
-120.99,37.66,0-2000,INLAND
-122.56,37.97,0-2000,NEAR BAY
-122.43,37.77,0-2000,NEAR BAY
-121.91,37.93,0-2000,INLAND
-118.43,33.99,0-2000,<1H OCEAN
-122.19,39.91,0-2000,INLAND
-118.28,34,0-2000,<1H OCEAN
-118.15,34.11,0-2000,<1H OCEAN
-121.99,36.98,0-2000,NEAR OCEAN
-118.87,34.2,0-2000,<1H OCEAN
-122.5,37.74,0-2000,NEAR OCEAN
-122.26,37.5,0-2000,NEAR OCEAN
-118.95,34.17,0-2000,<1H OCEAN
-122.72,38.45,0-2000,<1H OCEAN
-122.86,38.42,0-2000,<1H OCEAN
-121.79,38.67,0-2000,INLAND
-119.19,34.22,2000-4000,NEAR OCEAN
-121.7,38.65,0-2000,INLAND
-119.68,36.81,0-2000,INLAND
-121.91,36.6,0-2000,NEAR OCEAN
-117.68,33.48,0-2000,<1H OCEAN
-121.28,38.14,0-2000,INLAND
-117.24,33.36,0-2000,<1H OCEAN
-117.13,32.96,0-2000,<1H OCEAN
-122.38,41.43,0-2000,INLAND
-122.04,37.99,0-2000,NEAR BAY
-121.81,38.84,0-2000,INLAND
-122.31,37.56,0-2000,NEAR OCEAN
-118.28,33.82,2000-4000,<1H OCEAN
-122.64,38.25,0-2000,<1H OCEAN
-118.27,34.16,2000-4000,<1H OCEAN
-117.06,32.71,0-2000,NEAR OCEAN
-122.06,37.38,0-2000,NEAR BAY
-118.11,34.01,0-2000,<1H OCEAN
-118.23,34.09,0-2000,<1H OCEAN
-118.2,33.94,0-2000,<1H OCEAN
-118.41,33.93,0-2000,<1H OCEAN
